停車場名稱,剩餘車位,紀錄時間
八里區第一立體停車場,31,2024/01/21 19:49
八里區渡船頭平面停車場,114,2024/01/21 19:49
埤頭平面停車場,26,2024/01/21 19:49
八里龍形平面停車場,11,2024/01/21 19:49
八里中庄段平面停車場,35,2024/01/21 19:49
八里停五平面停車場,14,2024/01/21 19:49
三芝中山立體停車場,35,2024/01/21 19:49
三芝中正立體停車場,60,2024/01/21 19:49
大屯1號停車場,32,2024/01/21 19:49
大屯2號停車場,37,2024/01/21 19:49
鞍部停車場,26,2024/01/21 19:49
疏洪親水公園停車場,85,2024/01/21 19:49
疏洪荷花公園停車場,182,2024/01/21 19:49
疏洪籃球場停車場,37,2024/01/21 19:49
疏洪中山棒球場區停車場,38,2024/01/21 19:49
幸福水漾公園區停車場,157,2024/01/21 19:49
重新機械塔停車場,23,2024/01/21 19:49
永福國小地下停車場,38,2024/01/21 19:49
觀光市集南側停車場,335,2024/01/21 19:49
觀光市集北側區停車場,154,2024/01/21 19:49
文中小平面停車場,8,2024/01/21 19:49
淡水河畔公園停車場,58,2024/01/21 19:49
正義國小地下停車場,9,2024/01/21 19:49
三重區龍門公園地下停車場,41,2024/01/21 19:49
三重區停八平面停車場,7,2024/01/21 19:49
三重區溪美立體停車場,29,2024/01/21 19:49
三重區中山立體停車場,24,2024/01/21 19:49
二重國中地下停車場,5,2024/01/21 19:49
三重區玫瑰平面停車場,160,2024/01/21 19:49
聯邦地下停車場,21,2024/01/21 19:49
忠孝碼頭停車場,18,2024/01/21 19:49
萬善同停車場,46,2024/01/21 19:49
三重環保公園1區停車場,26,2024/01/21 19:49
三重環保公園2區停車場,25,2024/01/21 19:49
碧華國小地下停車場,13,2024/01/21 19:49
二重公園地下停車場,34,2024/01/21 19:49
三重區興穀國小地下停車場,30,2024/01/21 19:49
三重自強臨時平面停車場,29,2024/01/21 19:49
樂遊天地停車場,115,2024/01/21 19:49
三重區二重國民小學地下停車場,14,2024/01/21 19:49
綜合體育館地下停車場,33,2024/01/21 19:49
光復平面停車場,176,2024/01/21 19:49
三重區力行地下停車場,10,2024/01/21 19:49
三重區重新立體停車場,23,2024/01/21 19:49
三重區永福國小地下停車場,38,2024/01/21 19:49
三重仁信段平面停車場,41,2024/01/21 19:49
白雞停車場,212,2024/01/21 19:49
長福平面停車場,28,2024/01/21 19:49
龍埔公園平面停車場,5,2024/01/21 19:49
三峽公有零售市場所屬停車場,56,2024/01/21 19:49
三峽國小地下停車場,159,2024/01/21 19:49
三鶯國民運動中心收費停車場,73,2024/01/21 19:49
土城區員林平面停車場,15,2024/01/21 19:49
土城區裕生立體停車場,15,2024/01/21 19:49
延吉立體停車場,63,2024/01/21 19:49
金城立體停車場,5,2024/01/21 19:49
土城青山平面停車場,21,2024/01/21 19:49
捷運永寧站轉乘停車場,91,2024/01/21 19:49
捷運海山站轉乘停車場,8,2024/01/21 19:49
中洲平面停車場,78,2024/01/21 19:49
土城和平平面停車場,44,2024/01/21 19:49
土城區大安平面停車場,16,2024/01/21 19:49
土城區莒光四村平面停車場,39,2024/01/21 19:49
捷運頂埔站轉乘停車場,15,2024/01/21 19:49
日月光廣場收費停車場,40,2024/01/21 19:49
土城成功水門停車場,100,2024/01/21 19:49
土城區中央公園地下停車場,103,2024/01/21 19:49
環球購物中心停車場,1123,2024/01/21 19:49
華隆停車場,36,2024/01/21 19:49
中和區捷運環狀線高架橋下機車停車場,58,2024/01/21 19:49
中和區和城平面停車場,10,2024/01/21 19:49
民樂立體停車場,9,2024/01/21 19:49
圓通停車場,16,2024/01/21 19:49
中和區民德立體停車場,11,2024/01/21 19:49
中和秀山公園地下停車場,18,2024/01/21 19:49
中和區中和國小地下停車場,41,2024/01/21 19:49
捷運南勢角站轉乘停車場,16,2024/01/21 19:49
中和區復興大樓地下停車場,21,2024/01/21 19:49
佳和公園地下停車場,36,2024/01/21 19:49
新店溪秀朗追風停車場,85,2024/01/21 19:49
積穗國小地下停車場,5,2024/01/21 19:49
中和景新立體停車場,6,2024/01/21 19:49
中和區捷運環狀線高架橋下B區機車停車場,84,2024/01/21 19:49
中和區捷運環狀線高架橋下C區機車停車場,34,2024/01/21 19:49
中和國民運動中心停車場,23,2024/01/21 19:49
疏洪壘球場停車場,23,2024/01/21 19:49
陽光運河區停車場,80,2024/01/21 19:49
疏洪遙控賽車場區停車場,23,2024/01/21 19:49
五股區工商立體停車場,85,2024/01/21 19:49
五股區成州平面停車場,7,2024/01/21 19:49
微風運河第5區停車場,53,2024/01/21 19:49
微風運河第4區停車場,64,2024/01/21 19:49
追風廣場區停車場,67,2024/01/21 19:49
微風運河3停車場,78,2024/01/21 19:49
五股溼地停車場,66,2024/01/21 19:49
疏洪木球場停車場,33,2024/01/21 19:49
五股區永安橋下平面停車場,19,2024/01/21 19:49
台64橋下停車場,54,2024/01/21 19:49
五股區水碓三路平面停車場,15,2024/01/21 19:49
永和國小地下停車場,12,2024/01/21 19:49
永和區福和國中地下停車場,9,2024/01/21 19:49
秀朗國小地下停車場,94,2024/01/21 19:49
新店溪綠寶石停車場,57,2024/01/21 19:49
新店溪福和橋停車場,150,2024/01/21 19:49
新店溪綠光河岸停車場,27,2024/01/21 19:49
永和區保生平面停車場,24,2024/01/21 19:49
網溪國小地下停車場,52,2024/01/21 19:49
頂溪國小地下停車場,50,2024/01/21 19:49
中興街機車停車場,59,2024/01/21 19:49
汐止智興立體停車場,93,2024/01/21 19:49
汐止區城中平面停車場,18,2024/01/21 19:49
汐止區金龍市場地下停車場,19,2024/01/21 19:49
iFG遠雄廣場停車場,21,2024/01/21 19:49
汐止區星光橋南側平面停車場,34,2024/01/21 19:49
汐止區建成段平面停車場,6,2024/01/21 19:49
水柳腳立體停車場,42,2024/01/21 19:49
廣停一平面停車場,63,2024/01/21 19:49
廣停六平面停車場,13,2024/01/21 19:49
林口區停一停車場,46,2024/01/21 19:49
林口區停二停車場,81,2024/01/21 19:49
林口區停四平面停車場,24,2024/01/21 19:49
林口區停五平面停車場,17,2024/01/21 19:49
林口區停三停車場,44,2024/01/21 19:49
廣停七平面停車場,11,2024/01/21 19:49
廣停三平面停車場,15,2024/01/21 19:49
廣停二平面停車場,37,2024/01/21 19:49
廣停五平面停車場,18,2024/01/21 19:49
廣停五平面停車場,18,2024/01/21 19:49
A9林口站停車場,6,2024/01/21 19:49
林口區行政段226地號平面停車場,8,2024/01/21 19:49
助安168林口社宅B區停車場,177,2024/01/21 19:49
助安168林口社宅C區停車場,105,2024/01/21 19:49
助安168林口社宅D區停車場,302,2024/01/21 19:49
助安168林口社宅A區停車場,110,2024/01/21 19:49
新店溪華翠停車場,101,2024/01/21 19:49
新店溪華江停車場,170,2024/01/21 19:49
板橋區民生花市平面停車場,7,2024/01/21 19:49
莊敬立體停車場,22,2024/01/21 19:49
新埔立體停車場,9,2024/01/21 19:49
板橋區華德公園平面停車場,5,2024/01/21 19:49
華東停車場,53,2024/01/21 19:49
重慶公園地下停車場,32,2024/01/21 19:49
新北市立圖書館地下停車場,89,2024/01/21 19:49
板橋環河公園平面停車場,8,2024/01/21 19:49
板橋區板橋高中地下停車場,13,2024/01/21 19:49
板橋區中山國小地下停車場,66,2024/01/21 19:49
板橋國小地下停車場,30,2024/01/21 19:49
府後立體停車場,16,2024/01/21 19:49
特專三平面停車場,28,2024/01/21 19:49
板橋區新都段平面停車場,34,2024/01/21 19:49
(交通局轄管)新埔國小地下停車場,50,2024/01/21 19:49
新北市藝文中心平面停車場,9,2024/01/21 19:49
板橋浮洲環保公園1區停車場,120,2024/01/21 19:49
板橋浮洲環保公園2區停車場,126,2024/01/21 19:49
板橋江翠水岸停二平面停車場,18,2024/01/21 19:49
江翠3號機車地下停車場,132,2024/01/21 19:49
叭叭房新板傑仕堡B停車場,25,2024/01/21 19:49
板橋區忠孝國中地下停車場,43,2024/01/21 19:49
板橋區臺北紙廠臨時平面停車場,33,2024/01/21 19:49
叭叭房新板傑仕堡A停車場,11,2024/01/21 19:49
四維公園地下停車場,43,2024/01/21 19:49
捷運板新站轉乘機車停車場,127,2024/01/21 19:49
板橋區大漢停車場,13,2024/01/21 19:49
大觀段平面停車場,16,2024/01/21 19:49
板橋區臺65高架橋下(橋墩編號P93至P94)臨時平面停車場,29,2024/01/21 19:49
環翠段臨時平面停車場,75,2024/01/21 19:49
板橋區江翠段122地號平面停車場,18,2024/01/21 19:49
板橋新海抽水站平面停車場,11,2024/01/21 19:49
板橋台65高架橋下湳仔溝A區停車場,6,2024/01/21 19:49
板橋台65高架橋下湳仔溝B區停車場,12,2024/01/21 19:49
萬板高架橋下停車場,49,2024/01/21 19:49
板橋台65高架橋下湳仔溝C區停車場,5,2024/01/21 19:49
板橋五權公園地下停車場,136,2024/01/21 19:49
市民廣場地下停車場,215,2024/01/21 19:49
板橋區江翠段190地號平面停車場,19,2024/01/21 19:49
正隆公園地下停車場,14,2024/01/21 19:49
民權立體停車場,7,2024/01/21 19:49
民生公園地下停車場,5,2024/01/21 19:49
音樂公園地下停車場,84,2024/01/21 19:49
435藝文特區平面停車場,25,2024/01/21 19:49
板橋區浮洲橋下平面停車場,17,2024/01/21 19:49
板橋區溪洲公園平面停車場,15,2024/01/21 19:49
板橋區崑崙公園停車場,19,2024/01/21 19:49
板橋國中地下停車場,5,2024/01/21 19:49
金山區金山立體停車場,343,2024/01/21 19:49
市地重劃B區臨時平面停車場,15,2024/01/21 19:49
義學立體停車場,110,2024/01/21 19:49
泰山區楓樹腳公園地下停車場,50,2024/01/21 19:49
泰山公有市場地下停車場,12,2024/01/21 19:49
泰山區台貿三村平面停車場,9,2024/01/21 19:49
A5泰山站停車場,9,2024/01/21 19:49
泰山區明志國民小學前庭平面停車場,14,2024/01/21 19:49
文中一臨時平面停車場,107,2024/01/21 19:49
貴賢臨時平面停車場,20,2024/01/21 19:49
塭仔圳商一臨時平面停車場,92,2024/01/21 19:49
泰山區文中二臨時平面停車場,25,2024/01/21 19:49
文小一臨時平面停車場,158,2024/01/21 19:49
泰山區停五平面停車場,9,2024/01/21 19:49
烏來停車場,205,2024/01/21 19:49
貢寮澳底公園地下停車場,23,2024/01/21 19:49
淡水民生立體停車場,26,2024/01/21 19:49
水碓立體停車場,45,2024/01/21 19:49
淡水第二漁港停車場,246,2024/01/21 19:49
淡水三民立體停車場,25,2024/01/21 19:49
捷運紅樹林站轉乘停車場,29,2024/01/21 19:49
嘟嘟房捷運紅樹林站停車場,29,2024/01/21 19:49
捷運淡水站轉乘停車場,326,2024/01/21 19:49
淡水馬偕紀念醫院附設收費停車場,73,2024/01/21 19:49
文化機車立體停車場,234,2024/01/21 19:49
淡水中正路平面停車場,16,2024/01/21 19:49
深坑區公有立體停車場,150,2024/01/21 19:49
深坑埔新段平面停車場,42,2024/01/21 19:49
深坑兒童遊戲場地下停車場,102,2024/01/21 19:49
新店大豐公園停車場,16,2024/01/21 19:49
大豐地下停車場,20,2024/01/21 19:49
三民地下停車場,35,2024/01/21 19:49
新店北新公有停車場,10,2024/01/21 19:49
寶橋立體停車場,70,2024/01/21 19:49
新店區碧潭東岸平面停車場,51,2024/01/21 19:49
捷運新店站轉乘停車場,49,2024/01/21 19:49
安康立體停車場,20,2024/01/21 19:49
新店區安和公園臨時平面停車場,11,2024/01/21 19:49
新店建國平面停車場,33,2024/01/21 19:49
新店區廣明平面停車場,11,2024/01/21 19:49
中興低碳立體停車場,38,2024/01/21 19:49
新店溪陽光運動公園停車場,71,2024/01/21 19:49
新店溪親情公園1區停車場,22,2024/01/21 19:49
新店安坑平面停車場(興盛興),11,2024/01/21 19:49
新店溪萊茵停車場,130,2024/01/21 19:49
新環停車場,16,2024/01/21 19:49
新店高中停車場,13,2024/01/21 19:49
新店溪親情公園2區停車場,29,2024/01/21 19:49
新店區民安段臨時平面停車場,6,2024/01/21 19:49
新店區吉安臨時平面停車場,10,2024/01/21 19:49
新店區央北新村平面停車場,39,2024/01/21 19:49
新和臨時平面停車場,5,2024/01/21 19:49
新店區碧潭西岸平面停車場,54,2024/01/21 19:49
捷運十四張站轉乘停車場,54,2024/01/21 19:49
新店安興平面停車場,8,2024/01/21 19:49
綠湖公園地下停車場,39,2024/01/21 19:49
裕隆城停車場,70,2024/01/21 19:49
好市多新莊店停車場,39,2024/01/21 19:49
捷運迴龍站停車場,15,2024/01/21 19:49
新莊臺65高架橋下新莊端停車場,13,2024/01/21 19:49
新莊區思賢立體停車場,11,2024/01/21 19:49
新莊區八德立體停車場,28,2024/01/21 19:49
新莊區中誠立體停車場,38,2024/01/21 19:49
頭前國中地下停車場,14,2024/01/21 19:49
新莊區建國一路平面停車場,25,2024/01/21 19:49
新莊西盛區停車場,54,2024/01/21 19:49
新莊塔寮坑2區停車場,26,2024/01/21 19:49
新莊新月橋地區停車場,38,2024/01/21 19:49
新莊區區政立體停車場,12,2024/01/21 19:49
新莊運動公園地下停車場,57,2024/01/21 19:49
新莊區四維立體停車場,72,2024/01/21 19:49
新莊區廣停一機車停車場,135,2024/01/21 19:49
捷運新北產業園區站轉乘停車場,18,2024/01/21 19:49
捷運頭前庄站轉乘機車停車場,195,2024/01/21 19:49
新莊區四維立體停車場,72,2024/01/21 19:49
後港建國臨時平面停車場,8,2024/01/21 19:49
新樹瓊林臨時平面停車場,26,2024/01/21 19:49
公十四(中環瓊林)臨時平面停車場,14,2024/01/21 19:49
新莊區文中三平面停車場,69,2024/01/21 19:49
臺65橋下新莊端P27~P40停車場,12,2024/01/21 19:49
新莊塔寮坑1區停車場,39,2024/01/21 19:49
大漢橋下新莊端機車停車場,349,2024/01/21 19:49
新莊登龍平面停車場,17,2024/01/21 19:49
新莊鴻福段機車停車場,53,2024/01/21 19:49
新莊國民運動中心停車場,32,2024/01/21 19:49
新北宏匯公共停車場,129,2024/01/21 19:49
瑞芳區立體停車場,101,2024/01/21 19:49
瑞芳區消防分隊前臨時平面停車場,45,2024/01/21 19:49
瑞芳區後火車站停車場,25,2024/01/21 19:49
樹林區第三平面停車場,8,2024/01/21 19:49
樹林保安立體停車場,24,2024/01/21 19:49
新北市樹林區第七立體停車場,6,2024/01/21 19:49
樹林區臺北大學特定區停一平面停車場,21,2024/01/21 19:49
樹林鹿角溪人工濕地停車場,25,2024/01/21 19:49
樹林區山佳機車地下停車場,28,2024/01/21 19:49
樹林柑園河濱公園停車場,65,2024/01/21 19:49
樹林停二平面停車場,23,2024/01/21 19:49
樹林區公所平面停車場,7,2024/01/21 19:49
蘆洲區鷺江立體停車場,57,2024/01/21 19:49
蘆洲區中山機械停車場,50,2024/01/21 19:49
蘆洲區長安機械停車場,66,2024/01/21 19:49
蘆洲區鷺江國中地下停車場,7,2024/01/21 19:49
重陽大樓停車場,21,2024/01/21 19:49
蘆洲區民權平面停車場,5,2024/01/21 19:49
嘟嘟房捷運蘆洲站停車場,10,2024/01/21 19:49
捷運蘆洲站轉乘停車場,10,2024/01/21 19:49
蘆洲區蘆洲國小地下停車場,15,2024/01/21 19:49
蘆洲區溪墘公園地下停車場,5,2024/01/21 19:49
蘆洲區鴨母港抽水站平面停車場,5,2024/01/21 19:49
蘆洲仁愛立體停車場,51,2024/01/21 19:49
鶯歌區建國路停一平面停車場,30,2024/01/21 19:49
鶯歌區老街第二平面停車場,73,2024/01/21 19:49
鶯歌國民小學第一停車場,49,2024/01/21 19:49
鶯歌區三號公園平面停車場,93,2024/01/21 19:49
鶯歌區北鶯平面停車場,103,2024/01/21 19:49
礫間停車場,45,2024/01/21 19:49
後村堰極限運動公園停車場,36,2024/01/21 19:49
鶯歌區公八公園平面停車場,41,2024/01/21 19:49
鶯歌區三鶯轉運站南側平面停車場,58,2024/01/21 19:49
鶯歌區三鶯轉運站北側平面停車場,28,2024/01/21 19:49
八里區第一立體停車場,32,2024/01/21 19:54
八里區渡船頭平面停車場,114,2024/01/21 19:54
埤頭平面停車場,25,2024/01/21 19:54
八里龍形平面停車場,12,2024/01/21 19:54
八里中庄段平面停車場,35,2024/01/21 19:54
八里停五平面停車場,14,2024/01/21 19:54
三芝中山立體停車場,35,2024/01/21 19:54
三芝中正立體停車場,60,2024/01/21 19:54
大屯1號停車場,32,2024/01/21 19:54
大屯2號停車場,37,2024/01/21 19:54
鞍部停車場,26,2024/01/21 19:54
疏洪親水公園停車場,86,2024/01/21 19:54
疏洪荷花公園停車場,180,2024/01/21 19:54
疏洪籃球場停車場,37,2024/01/21 19:54
疏洪中山棒球場區停車場,38,2024/01/21 19:54
幸福水漾公園區停車場,158,2024/01/21 19:54
重新機械塔停車場,22,2024/01/21 19:54
永福國小地下停車場,33,2024/01/21 19:54
觀光市集南側停車場,335,2024/01/21 19:54
觀光市集北側區停車場,153,2024/01/21 19:54
文中小平面停車場,10,2024/01/21 19:54
淡水河畔公園停車場,58,2024/01/21 19:54
三重區龍門公園地下停車場,41,2024/01/21 19:54
三重區停八平面停車場,7,2024/01/21 19:54
三重區溪美立體停車場,27,2024/01/21 19:54
三重區中山立體停車場,24,2024/01/21 19:54
二重國中地下停車場,6,2024/01/21 19:54
三重區玫瑰平面停車場,160,2024/01/21 19:54
聯邦地下停車場,21,2024/01/21 19:54
忠孝碼頭停車場,19,2024/01/21 19:54
萬善同停車場,46,2024/01/21 19:54
三重環保公園1區停車場,26,2024/01/21 19:54
三重環保公園2區停車場,23,2024/01/21 19:54
碧華國小地下停車場,13,2024/01/21 19:54
三重區三張地下停車場,5,2024/01/21 19:54
二重公園地下停車場,35,2024/01/21 19:54
三重區興穀國小地下停車場,30,2024/01/21 19:54
三重自強臨時平面停車場,26,2024/01/21 19:54
樂遊天地停車場,115,2024/01/21 19:54
三重區二重國民小學地下停車場,14,2024/01/21 19:54
綜合體育館地下停車場,33,2024/01/21 19:54
光復平面停車場,176,2024/01/21 19:54
三重區力行地下停車場,13,2024/01/21 19:54
三重區重新立體停車場,22,2024/01/21 19:54
三重區永福國小地下停車場,33,2024/01/21 19:54
三重仁信段平面停車場,41,2024/01/21 19:54
白雞停車場,212,2024/01/21 19:54
長福平面停車場,30,2024/01/21 19:54
龍埔公園平面停車場,5,2024/01/21 19:54
三峽公有零售市場所屬停車場,59,2024/01/21 19:54
三峽國小地下停車場,159,2024/01/21 19:54
三鶯國民運動中心收費停車場,77,2024/01/21 19:54
土城區員林平面停車場,15,2024/01/21 19:54
土城區裕生立體停車場,14,2024/01/21 19:54
延吉立體停車場,61,2024/01/21 19:54
土城青山平面停車場,21,2024/01/21 19:54
捷運永寧站轉乘停車場,95,2024/01/21 19:54
捷運海山站轉乘停車場,10,2024/01/21 19:54
中洲平面停車場,78,2024/01/21 19:54
土城和平平面停車場,45,2024/01/21 19:54
土城區大安平面停車場,15,2024/01/21 19:54
土城區莒光四村平面停車場,39,2024/01/21 19:54
捷運頂埔站轉乘停車場,16,2024/01/21 19:54
日月光廣場收費停車場,40,2024/01/21 19:54
土城成功水門停車場,100,2024/01/21 19:54
土城區中央公園地下停車場,103,2024/01/21 19:54
環球購物中心停車場,1123,2024/01/21 19:54
華隆停車場,36,2024/01/21 19:54
中和區捷運環狀線高架橋下機車停車場,56,2024/01/21 19:54
中和區和城平面停車場,9,2024/01/21 19:54
民樂立體停車場,9,2024/01/21 19:54
圓通停車場,17,2024/01/21 19:54
中和區民德立體停車場,11,2024/01/21 19:54
中和秀山公園地下停車場,15,2024/01/21 19:54
中和區中和國小地下停車場,47,2024/01/21 19:54
捷運南勢角站轉乘停車場,18,2024/01/21 19:54
中和區復興大樓地下停車場,21,2024/01/21 19:54
佳和公園地下停車場,37,2024/01/21 19:54
民享公園地下停車場,5,2024/01/21 19:54
新店溪秀朗追風停車場,5,2024/01/21 19:54
積穗國小地下停車場,9,2024/01/21 19:54
中和區捷運環狀線高架橋下B區機車停車場,85,2024/01/21 19:54
